,speaker,listener,dialogue,dialogue_sentiment,avg_sentiment
1380,JULIET,LADY CAPULET,"No, madam; we have cull’d such necessaries As are behoveful for our state tomorrow. So please you, let me now be left alone, And let the nurse this night sit up with you, For I am sure you have your hands full all In this so sudden business.",0.5092,0.07399714285714286
1381,LADY CAPULET,JULIET,"Good night. Get thee to bed and rest, for thou hast need.",0.4404,0.04470571428571429
1382,LADY CAPULET,JULIET,"Good night. Get thee to bed and rest, for thou hast need.",0.4404,0.04470571428571429
1383,JULIET,LADY CAPULET,"Farewell. God knows when we shall meet again. I have a faint cold fear thrills through my veins That almost freezes up the heat of life. I’ll call them back again to comfort me. Nurse!—What should she do here? My dismal scene I needs must act alone. Come, vial. What if this mixture do not work at all? Shall I be married then tomorrow morning? No, No! This shall forbid it. Lie thou there.",-0.7454,0.07399714285714286
1384,JULIET,LADY CAPULET,"Farewell. God knows when we shall meet again. I have a faint cold fear thrills through my veins That almost freezes up the heat of life. I’ll call them back again to comfort me. Nurse!—What should she do here? My dismal scene I needs must act alone. Come, vial. What if this mixture do not work at all? Shall I be married then tomorrow morning? No, No! This shall forbid it. Lie thou there.",-0.7454,0.07399714285714286
1385,LADY CAPULET,JULIET,"Hold, take these keys and fetch more spices, Nurse.",0.0,0.04470571428571429
1386,LADY CAPULET,NURSE,"Hold, take these keys and fetch more spices, Nurse.",0.0,0.1683923076923077
1387,NURSE,LADY CAPULET,They call for dates and quinces in the pastry.,0.0,0.01616538461538462
1388,NURSE,CAPULET,They call for dates and quinces in the pastry.,0.0,0.11570714285714287
1389,CAPULET,NURSE,"Come, stir, stir, stir! The second cock hath crow’d, The curfew bell hath rung, ’tis three o’clock. Look to the bak’d meats, good Angelica; Spare not for cost.",0.3802,0.1312
1390,CAPULET,NURSE,"Come, stir, stir, stir! The second cock hath crow’d, The curfew bell hath rung, ’tis three o’clock. Look to the bak’d meats, good Angelica; Spare not for cost.",0.3802,0.1312
1391,NURSE,CAPULET,"Go, you cot-quean, go, Get you to bed; faith, you’ll be sick tomorrow For this night’s watching.",-0.128,0.11570714285714287
1392,NURSE,CAPULET,"Go, you cot-quean, go, Get you to bed; faith, you’ll be sick tomorrow For this night’s watching.",-0.128,0.11570714285714287
1393,CAPULET,NURSE,"No, not a whit. What! I have watch’d ere now All night for lesser cause, and ne’er been sick.",-0.5562,0.1312
1394,CAPULET,LADY CAPULET,"No, not a whit. What! I have watch’d ere now All night for lesser cause, and ne’er been sick.",-0.5562,-0.08861578947368423
1395,LADY CAPULET,CAPULET,"Ay, you have been a mouse-hunt in your time; But I will watch you from such watching now.",0.0,-0.16978947368421052
1396,LADY CAPULET,CAPULET,"Ay, you have been a mouse-hunt in your time; But I will watch you from such watching now.",0.0,-0.16978947368421052
1397,CAPULET,LADY CAPULET,"A jealous-hood, a jealous-hood!",0.0,-0.08861578947368423
1398,CAPULET,FIRST SERVANT,"A jealous-hood, a jealous-hood!",0.0,0.0
1399,FIRST SERVANT,CAPULET,"Things for the cook, sir; but I know not what.",0.0,0.0
1400,FIRST SERVANT,CAPULET,"Things for the cook, sir; but I know not what.",0.0,0.0
1401,CAPULET,FIRST SERVANT,"Make haste, make haste.",0.0,0.0
1402,CAPULET,SECOND SERVANT,"Make haste, make haste.",0.0,0.2647714285714286
1403,SECOND SERVANT,CAPULET,"I have a head, sir, that will find out logs And never trouble Peter for the matter.",0.3309,0.15451428571428574
1404,SECOND SERVANT,CAPULET,"I have a head, sir, that will find out logs And never trouble Peter for the matter.",0.3309,0.15451428571428574
1405,CAPULET,SECOND SERVANT,"Mass and well said; a merry whoreson, ha. Thou shalt be loggerhead.—Good faith, ’tis day. The County will be here with music straight, For so he said he would. I hear him near.",0.7269,0.2647714285714286
1406,CAPULET,"GO WAKEN JULIET, GO AND TRIM HER UP","Mass and well said; a merry whoreson, ha. Thou shalt be loggerhead.—Good faith, ’tis day. The County will be here with music straight, For so he said he would. I hear him near.",0.7269,0.7269
1407,"GO WAKEN JULIET, GO AND TRIM HER UP",CAPULET,"I’ll go and chat with Paris. Hie, make haste, Make haste; the bridegroom he is come already. Make haste I say.",0.0,0.0
1408,"GO WAKEN JULIET, GO AND TRIM HER UP",NURSE,"I’ll go and chat with Paris. Hie, make haste, Make haste; the bridegroom he is come already. Make haste I say.",0.0,0.0
1409,NURSE,"GO WAKEN JULIET, GO AND TRIM HER UP","Mistress! What, mistress! Juliet! Fast, I warrant her, she. Why, lamb, why, lady, fie, you slug-abed! Why, love, I say! Madam! Sweetheart! Why, bride! What, not a word? You take your pennyworths now. Sleep for a week; for the next night, I warrant, The County Paris hath set up his rest That you shall rest but little. God forgive me! Marry and amen. How sound is she asleep! I needs must wake her. Madam, madam, madam! Ay, let the County take you in your bed, He’ll fright you up, i’faith. Will it not be? What, dress’d, and in your clothes, and down again? I must needs wake you. Lady! Lady! Lady! Alas, alas! Help, help! My lady’s dead! O, well-a-day that ever I was born. Some aqua vitae, ho! My lord! My lady!",0.4312,0.4312
1410,NURSE,LADY CAPULET,"Mistress! What, mistress! Juliet! Fast, I warrant her, she. Why, lamb, why, lady, fie, you slug-abed! Why, love, I say! Madam! Sweetheart! Why, bride! What, not a word? You take your pennyworths now. Sleep for a week; for the next night, I warrant, The County Paris hath set up his rest That you shall rest but little. God forgive me! Marry and amen. How sound is she asleep! I needs must wake her. Madam, madam, madam! Ay, let the County take you in your bed, He’ll fright you up, i’faith. Will it not be? What, dress’d, and in your clothes, and down again? I must needs wake you. Lady! Lady! Lady! Alas, alas! Help, help! My lady’s dead! O, well-a-day that ever I was born. Some aqua vitae, ho! My lord! My lady!",0.4312,0.01616538461538462
1411,LADY CAPULET,NURSE,What noise is here?,0.0,0.1683923076923077
1412,LADY CAPULET,NURSE,What noise is here?,0.0,0.1683923076923077
1413,NURSE,LADY CAPULET,O lamentable day!,-0.4199,0.01616538461538462
1414,NURSE,LADY CAPULET,O lamentable day!,-0.4199,0.01616538461538462
1415,LADY CAPULET,NURSE,What is the matter?,0.0258,0.1683923076923077
1416,LADY CAPULET,NURSE,What is the matter?,0.0258,0.1683923076923077
1417,NURSE,LADY CAPULET,"Look, look! O heavy day!",0.0,0.01616538461538462
1418,NURSE,LADY CAPULET,"Look, look! O heavy day!",0.0,0.01616538461538462
1419,LADY CAPULET,NURSE,"O me, O me! My child, my only life. Revive, look up, or I will die with thee. Help, help! Call help.",0.7339,0.1683923076923077
1420,LADY CAPULET,CAPULET,"O me, O me! My child, my only life. Revive, look up, or I will die with thee. Help, help! Call help.",0.7339,-0.16978947368421052
1421,CAPULET,LADY CAPULET,"For shame, bring Juliet forth, her lord is come.",-0.4767,-0.08861578947368423
1422,CAPULET,NURSE,"For shame, bring Juliet forth, her lord is come.",-0.4767,0.1312
1423,NURSE,CAPULET,"She’s dead, deceas’d, she’s dead; alack the day!",-0.8718,0.11570714285714287
1424,NURSE,LADY CAPULET,"She’s dead, deceas’d, she’s dead; alack the day!",-0.8718,0.01616538461538462
1425,LADY CAPULET,NURSE,"Alack the day, she’s dead, she’s dead, she’s dead!",-0.9348,0.1683923076923077
1426,LADY CAPULET,CAPULET,"Alack the day, she’s dead, she’s dead, she’s dead!",-0.9348,-0.16978947368421052
1427,CAPULET,LADY CAPULET,"Ha! Let me see her. Out alas! She’s cold, Her blood is settled and her joints are stiff. Life and these lips have long been separated. Death lies on her like an untimely frost Upon the sweetest flower of all the field.",-0.7835,-0.08861578947368423
1428,CAPULET,NURSE,"Ha! Let me see her. Out alas! She’s cold, Her blood is settled and her joints are stiff. Life and these lips have long been separated. Death lies on her like an untimely frost Upon the sweetest flower of all the field.",-0.7835,0.1312
1429,NURSE,CAPULET,O lamentable day!,-0.4199,0.11570714285714287
1430,NURSE,LADY CAPULET,O lamentable day!,-0.4199,0.01616538461538462
1431,LADY CAPULET,NURSE,O woful time!,0.0,0.1683923076923077
1432,LADY CAPULET,CAPULET,O woful time!,0.0,-0.16978947368421052
1433,CAPULET,LADY CAPULET,"Death, that hath ta’en her hence to make me wail, Ties up my tongue and will not let me speak.",-0.5994,-0.08861578947368423
1434,CAPULET,FRIAR LAWRENCE,"Death, that hath ta’en her hence to make me wail, Ties up my tongue and will not let me speak.",-0.5994,-0.75414
1435,FRIAR LAWRENCE,CAPULET,"Come, is the bride ready to go to church?",0.3612,0.43322000000000005
1436,FRIAR LAWRENCE,CAPULET,"Come, is the bride ready to go to church?",0.3612,0.43322000000000005
1437,CAPULET,FRIAR LAWRENCE,"Ready to go, but never to return. O son, the night before thy wedding day Hath death lain with thy bride. There she lies, Flower as she was, deflowered by him. Death is my son-in-law, death is my heir; My daughter he hath wedded. I will die. And leave him all; life, living, all is death’s.",-0.9811,-0.75414
1438,CAPULET,PARIS,"Ready to go, but never to return. O son, the night before thy wedding day Hath death lain with thy bride. There she lies, Flower as she was, deflowered by him. Death is my son-in-law, death is my heir; My daughter he hath wedded. I will die. And leave him all; life, living, all is death’s.",-0.9811,0.2894
1439,PARIS,CAPULET,"Have I thought long to see this morning’s face, And doth it give me such a sight as this?",0.0,0.09202727272727272
1440,PARIS,LADY CAPULET,"Have I thought long to see this morning’s face, And doth it give me such a sight as this?",0.0,0.2997
1441,LADY CAPULET,PARIS,"Accurs’d, unhappy, wretched, hateful day. Most miserable hour that e’er time saw In lasting labour of his pilgrimage. But one, poor one, one poor and loving child, But one thing to rejoice and solace in, And cruel death hath catch’d it from my sight.",-0.9423,-0.47115
1442,LADY CAPULET,NURSE,"Accurs’d, unhappy, wretched, hateful day. Most miserable hour that e’er time saw In lasting labour of his pilgrimage. But one, poor one, one poor and loving child, But one thing to rejoice and solace in, And cruel death hath catch’d it from my sight.",-0.9423,0.1683923076923077
1443,NURSE,LADY CAPULET,"O woe! O woeful, woeful, woeful day. Most lamentable day, most woeful day That ever, ever, I did yet behold! O day, O day, O day, O hateful day. Never was seen so black a day as this. O woeful day, O woeful day.",-0.9778,0.01616538461538462
1444,NURSE,PARIS,"O woe! O woeful, woeful, woeful day. Most lamentable day, most woeful day That ever, ever, I did yet behold! O day, O day, O day, O hateful day. Never was seen so black a day as this. O woeful day, O woeful day.",-0.9778,-0.9778
1445,PARIS,NURSE,"Beguil’d, divorced, wronged, spited, slain. Most detestable death, by thee beguil’d, By cruel, cruel thee quite overthrown. O love! O life! Not life, but love in death!",-0.9617,-0.9617
1446,PARIS,CAPULET,"Beguil’d, divorced, wronged, spited, slain. Most detestable death, by thee beguil’d, By cruel, cruel thee quite overthrown. O love! O life! Not life, but love in death!",-0.9617,0.09202727272727272
1447,CAPULET,PARIS,"Despis’d, distressed, hated, martyr’d, kill’d. Uncomfortable time, why cam’st thou now To murder, murder our solemnity? O child! O child! My soul, and not my child, Dead art thou. Alack, my child is dead, And with my child my joys are buried.",-0.9654,0.2894
1448,CAPULET,FRIAR LAWRENCE,"Despis’d, distressed, hated, martyr’d, kill’d. Uncomfortable time, why cam’st thou now To murder, murder our solemnity? O child! O child! My soul, and not my child, Dead art thou. Alack, my child is dead, And with my child my joys are buried.",-0.9654,-0.75414
1449,FRIAR LAWRENCE,CAPULET,"Peace, ho, for shame. Confusion’s cure lives not In these confusions. Heaven and yourself Had part in this fair maid, now heaven hath all, And all the better is it for the maid. Your part in her you could not keep from death, But heaven keeps his part in eternal life. The most you sought was her promotion, For ’twas your heaven she should be advanc’d, And weep ye now, seeing she is advanc’d Above the clouds, as high as heaven itself? O, in this love, you love your child so ill That you run mad, seeing that she is well. She’s not well married that lives married long, But she’s best married that dies married young. Dry up your tears, and stick your rosemary On this fair corse, and, as the custom is, And in her best array bear her to church; For though fond nature bids us all lament, Yet nature’s tears are reason’s merriment.",0.9911,0.43322000000000005
1450,FRIAR LAWRENCE,CAPULET,"Peace, ho, for shame. Confusion’s cure lives not In these confusions. Heaven and yourself Had part in this fair maid, now heaven hath all, And all the better is it for the maid. Your part in her you could not keep from death, But heaven keeps his part in eternal life. The most you sought was her promotion, For ’twas your heaven she should be advanc’d, And weep ye now, seeing she is advanc’d Above the clouds, as high as heaven itself? O, in this love, you love your child so ill That you run mad, seeing that she is well. She’s not well married that lives married long, But she’s best married that dies married young. Dry up your tears, and stick your rosemary On this fair corse, and, as the custom is, And in her best array bear her to church; For though fond nature bids us all lament, Yet nature’s tears are reason’s merriment.",0.9911,0.43322000000000005
1451,CAPULET,FRIAR LAWRENCE,"All things that we ordained festival Turn from their office to black funeral: Our instruments to melancholy bells, Our wedding cheer to a sad burial feast; Our solemn hymns to sullen dirges change; Our bridal flowers serve for a buried corse, And all things change them to the contrary.",-0.6124,-0.75414
1452,CAPULET,FRIAR LAWRENCE,"All things that we ordained festival Turn from their office to black funeral: Our instruments to melancholy bells, Our wedding cheer to a sad burial feast; Our solemn hymns to sullen dirges change; Our bridal flowers serve for a buried corse, And all things change them to the contrary.",-0.6124,-0.75414
1453,FRIAR LAWRENCE,CAPULET,"Sir, go you in, and, madam, go with him, And go, Sir Paris, everyone prepare To follow this fair corse unto her grave. The heavens do lower upon you for some ill; Move them no more by crossing their high will.",-0.5385,0.43322000000000005
1454,FRIAR LAWRENCE,FIRST MUSICIAN,"Sir, go you in, and, madam, go with him, And go, Sir Paris, everyone prepare To follow this fair corse unto her grave. The heavens do lower upon you for some ill; Move them no more by crossing their high will.",-0.5385,-0.5385
1455,FIRST MUSICIAN,FRIAR LAWRENCE,"Faith, we may put up our pipes and be gone.",0.4215,0.4215
1456,FIRST MUSICIAN,NURSE,"Faith, we may put up our pipes and be gone.",0.4215,0.21075
1457,NURSE,FIRST MUSICIAN,"Honest good fellows, ah, put up, put up, For well you know this is a pitiful case.",0.6249,0.6249
1458,NURSE,FIRST MUSICIAN,"Honest good fellows, ah, put up, put up, For well you know this is a pitiful case.",0.6249,0.6249
1459,FIRST MUSICIAN,NURSE,"Ay, by my troth, the case may be amended.",0.0,0.21075
1460,FIRST MUSICIAN,PETER,"Ay, by my troth, the case may be amended.",0.0,0.10604
1461,PETER,FIRST MUSICIAN,"Musicians, O, musicians, ‘Heart’s ease,’ ‘Heart’s ease’, O, and you will have me live, play ‘Heart’s ease.’",0.34,0.19528666666666666
1462,PETER,FIRST MUSICIAN,"Musicians, O, musicians, ‘Heart’s ease,’ ‘Heart’s ease’, O, and you will have me live, play ‘Heart’s ease.’",0.34,0.19528666666666666
1463,FIRST MUSICIAN,PETER,Why ‘Heart’s ease’?,0.0,0.10604
1464,FIRST MUSICIAN,PETER,Why ‘Heart’s ease’?,0.0,0.10604
1465,PETER,FIRST MUSICIAN,"O musicians, because my heart itself plays ‘My heart is full’. O play me some merry dump to comfort me.",0.9451,0.19528666666666666
1466,PETER,FIRST MUSICIAN,"O musicians, because my heart itself plays ‘My heart is full’. O play me some merry dump to comfort me.",0.9451,0.19528666666666666
1467,FIRST MUSICIAN,PETER,"Not a dump we, ’tis no time to play now.",0.3365,0.10604
1468,FIRST MUSICIAN,PETER,"Not a dump we, ’tis no time to play now.",0.3365,0.10604
1469,PETER,FIRST MUSICIAN,You will not then?,0.0,0.19528666666666666
1470,PETER,FIRST MUSICIAN,You will not then?,0.0,0.19528666666666666
1471,FIRST MUSICIAN,PETER,No.,0.0,0.10604
1472,FIRST MUSICIAN,PETER,No.,0.0,0.10604
1473,PETER,FIRST MUSICIAN,I will then give it you soundly.,0.0,0.19528666666666666
1474,PETER,FIRST MUSICIAN,I will then give it you soundly.,0.0,0.19528666666666666
1475,FIRST MUSICIAN,PETER,What will you give us?,0.0,0.10604
1476,FIRST MUSICIAN,PETER,What will you give us?,0.0,0.10604
1477,PETER,FIRST MUSICIAN,"No money, on my faith, but the gleek! I will give you the minstrel.",0.1511,0.19528666666666666
1478,PETER,FIRST MUSICIAN,"No money, on my faith, but the gleek! I will give you the minstrel.",0.1511,0.19528666666666666
1479,FIRST MUSICIAN,PETER,Then will I give you the serving-creature.,0.0,0.10604
1480,FIRST MUSICIAN,PETER,Then will I give you the serving-creature.,0.0,0.10604
1481,PETER,FIRST MUSICIAN,"Then will I lay the serving-creature’s dagger on your pate. I will carry no crotchets. I’ll re you, I’ll fa you. Do you note me?",-0.296,0.19528666666666666
1482,PETER,FIRST MUSICIAN,"Then will I lay the serving-creature’s dagger on your pate. I will carry no crotchets. I’ll re you, I’ll fa you. Do you note me?",-0.296,0.19528666666666666
1483,FIRST MUSICIAN,PETER,"And you re us and fa us, you note us.",0.0,0.10604
1484,FIRST MUSICIAN,SECOND MUSICIAN,"And you re us and fa us, you note us.",0.0,0.0
1485,SECOND MUSICIAN,FIRST MUSICIAN,"Pray you put up your dagger, and put out your wit.",0.3182,-0.05165
1486,SECOND MUSICIAN,PETER,"Pray you put up your dagger, and put out your wit.",0.3182,0.10606666666666666
1487,PETER,SECOND MUSICIAN,"Then have at you with my wit. I will dry-beat you with an iron wit, and put up my iron dagger. Answer me like men. ‘When griping griefs the heart doth wound, And doleful dumps the mind oppress, Then music with her silver sound’— Why ‘silver sound’? Why ‘music with her silver sound’? What say you, Simon Catling?",0.6747,0.2249
1488,PETER,FIRST MUSICIAN,"Then have at you with my wit. I will dry-beat you with an iron wit, and put up my iron dagger. Answer me like men. ‘When griping griefs the heart doth wound, And doleful dumps the mind oppress, Then music with her silver sound’— Why ‘silver sound’? Why ‘music with her silver sound’? What say you, Simon Catling?",0.6747,0.19528666666666666
1489,FIRST MUSICIAN,PETER,"Marry, sir, because silver hath a sweet sound.",0.4588,0.10604
1490,FIRST MUSICIAN,PETER,"Marry, sir, because silver hath a sweet sound.",0.4588,0.10604
1491,PETER,FIRST MUSICIAN,"Prates. What say you, Hugh Rebeck?",0.0,0.19528666666666666
1492,PETER,SECOND MUSICIAN,"Prates. What say you, Hugh Rebeck?",0.0,0.2249
1493,SECOND MUSICIAN,PETER,I say ‘silver sound’ because musicians sound for silver.,0.0,0.10606666666666666
1494,SECOND MUSICIAN,PETER,I say ‘silver sound’ because musicians sound for silver.,0.0,0.10606666666666666
1495,PETER,SECOND MUSICIAN,"Prates too! What say you, James Soundpost?",0.0,0.2249
1496,PETER,THIRD MUSICIAN,"Prates too! What say you, James Soundpost?",0.0,-0.0129
1497,THIRD MUSICIAN,PETER,"Faith, I know not what to say.",0.4215,0.4215
1498,THIRD MUSICIAN,PETER,"Faith, I know not what to say.",0.4215,0.4215
1499,PETER,THIRD MUSICIAN,"O, I cry you mercy, you are the singer. I will say for you. It is ‘music with her silver sound’ because musicians have no gold for sounding. ‘Then music with her silver sound With speedy help doth lend redress.’",-0.0258,-0.0129
1500,PETER,FIRST MUSICIAN,"O, I cry you mercy, you are the singer. I will say for you. It is ‘music with her silver sound’ because musicians have no gold for sounding. ‘Then music with her silver sound With speedy help doth lend redress.’",-0.0258,0.19528666666666666
1501,FIRST MUSICIAN,PETER,What a pestilent knave is this same!,0.0,0.10604
1502,FIRST MUSICIAN,SECOND MUSICIAN,What a pestilent knave is this same!,0.0,0.0
1503,SECOND MUSICIAN,FIRST MUSICIAN,"Hang him, Jack. Come, we’ll in here, tarry for the mourners, and stay dinner.",-0.4215,-0.05165
1504,SECOND MUSICIAN,ROMEO,"Hang him, Jack. Come, we’ll in here, tarry for the mourners, and stay dinner.",-0.4215,-0.4215
1505,ROMEO,SECOND MUSICIAN,"If I may trust the flattering eye of sleep, My dreams presage some joyful news at hand. My bosom’s lord sits lightly in his throne; And all this day an unaccustom’d spirit Lifts me above the ground with cheerful thoughts. I dreamt my lady came and found me dead,— Strange dream, that gives a dead man leave to think!— And breath’d such life with kisses in my lips, That I reviv’d, and was an emperor. Ah me, how sweet is love itself possess’d, When but love’s shadows are so rich in joy.",0.9803,0.9803
1506,ROMEO,BALTHASAR,"If I may trust the flattering eye of sleep, My dreams presage some joyful news at hand. My bosom’s lord sits lightly in his throne; And all this day an unaccustom’d spirit Lifts me above the ground with cheerful thoughts. I dreamt my lady came and found me dead,— Strange dream, that gives a dead man leave to think!— And breath’d such life with kisses in my lips, That I reviv’d, and was an emperor. Ah me, how sweet is love itself possess’d, When but love’s shadows are so rich in joy.",0.9803,0.15766
1507,BALTHASAR,ROMEO,"Then she is well, and nothing can be ill. Her body sleeps in Capel’s monument, And her immortal part with angels lives. I saw her laid low in her kindred’s vault, And presently took post to tell it you. O pardon me for bringing these ill news, Since you did leave it for my office, sir.",0.3883,0.0774
1508,BALTHASAR,ROMEO,"Then she is well, and nothing can be ill. Her body sleeps in Capel’s monument, And her immortal part with angels lives. I saw her laid low in her kindred’s vault, And presently took post to tell it you. O pardon me for bringing these ill news, Since you did leave it for my office, sir.",0.3883,0.0774
1509,ROMEO,BALTHASAR,"Is it even so? Then I defy you, stars! Thou know’st my lodging. Get me ink and paper, And hire post-horses. I will hence tonight.",0.0,0.15766
1510,ROMEO,BALTHASAR,"Is it even so? Then I defy you, stars! Thou know’st my lodging. Get me ink and paper, And hire post-horses. I will hence tonight.",0.0,0.15766
1511,BALTHASAR,ROMEO,"I do beseech you sir, have patience. Your looks are pale and wild, and do import Some misadventure.",0.0,0.0774
1512,BALTHASAR,ROMEO,"I do beseech you sir, have patience. Your looks are pale and wild, and do import Some misadventure.",0.0,0.0774
1513,ROMEO,BALTHASAR,"Tush, thou art deceiv’d. Leave me, and do the thing I bid thee do. Hast thou no letters to me from the Friar?",-0.34,0.15766
1514,ROMEO,BALTHASAR,"Tush, thou art deceiv’d. Leave me, and do the thing I bid thee do. Hast thou no letters to me from the Friar?",-0.34,0.15766
1515,BALTHASAR,ROMEO,"No, my good lord.",0.4404,0.0774
1516,BALTHASAR,ROMEO,"No, my good lord.",0.4404,0.0774
1517,ROMEO,BALTHASAR,"No matter. Get thee gone, And hire those horses. I’ll be with thee straight.",0.2086,0.15766
1518,ROMEO,"WELL, JULIET, I WILL LIE WITH THEE TONIGHT","No matter. Get thee gone, And hire those horses. I’ll be with thee straight.",0.2086,0.2086
1519,"WELL, JULIET, I WILL LIE WITH THEE TONIGHT",ROMEO,"Let’s see for means. O mischief thou art swift To enter in the thoughts of desperate men. I do remember an apothecary,— And hereabouts he dwells,—which late I noted In tatter’d weeds, with overwhelming brows, Culling of simples, meagre were his looks, Sharp misery had worn him to the bones; And in his needy shop a tortoise hung, An alligator stuff’d, and other skins Of ill-shaped fishes; and about his shelves A beggarly account of empty boxes, Green earthen pots, bladders, and musty seeds, Remnants of packthread, and old cakes of roses Were thinly scatter’d, to make up a show. Noting this penury, to myself I said, And if a man did need a poison now, Whose sale is present death in Mantua, Here lives a caitiff wretch would sell it him. O, this same thought did but forerun my need, And this same needy man must sell it me. As I remember, this should be the house. Being holiday, the beggar’s shop is shut. What, ho! Apothecary!",-0.8715,-0.8715
1520,"WELL, JULIET, I WILL LIE WITH THEE TONIGHT",APOTHECARY,"Let’s see for means. O mischief thou art swift To enter in the thoughts of desperate men. I do remember an apothecary,— And hereabouts he dwells,—which late I noted In tatter’d weeds, with overwhelming brows, Culling of simples, meagre were his looks, Sharp misery had worn him to the bones; And in his needy shop a tortoise hung, An alligator stuff’d, and other skins Of ill-shaped fishes; and about his shelves A beggarly account of empty boxes, Green earthen pots, bladders, and musty seeds, Remnants of packthread, and old cakes of roses Were thinly scatter’d, to make up a show. Noting this penury, to myself I said, And if a man did need a poison now, Whose sale is present death in Mantua, Here lives a caitiff wretch would sell it him. O, this same thought did but forerun my need, And this same needy man must sell it me. As I remember, this should be the house. Being holiday, the beggar’s shop is shut. What, ho! Apothecary!",-0.8715,-0.8715
1521,APOTHECARY,"WELL, JULIET, I WILL LIE WITH THEE TONIGHT",Who calls so loud?,0.0,0.0
1522,APOTHECARY,ROMEO,Who calls so loud?,0.0,-0.17885714285714285
1523,ROMEO,APOTHECARY,"Come hither, man. I see that thou art poor. Hold, there is forty ducats. Let me have A dram of poison, such soon-speeding gear As will disperse itself through all the veins, That the life-weary taker may fall dead, And that the trunk may be discharg’d of breath As violently as hasty powder fir’d Doth hurry from the fatal cannon’s womb.",-0.9595,-0.7148857142857142
1524,ROMEO,APOTHECARY,"Come hither, man. I see that thou art poor. Hold, there is forty ducats. Let me have A dram of poison, such soon-speeding gear As will disperse itself through all the veins, That the life-weary taker may fall dead, And that the trunk may be discharg’d of breath As violently as hasty powder fir’d Doth hurry from the fatal cannon’s womb.",-0.9595,-0.7148857142857142
1525,APOTHECARY,ROMEO,"Such mortal drugs I have, but Mantua’s law Is death to any he that utters them.",-0.7469,-0.17885714285714285
1526,APOTHECARY,ROMEO,"Such mortal drugs I have, but Mantua’s law Is death to any he that utters them.",-0.7469,-0.17885714285714285
1527,ROMEO,APOTHECARY,"Art thou so bare and full of wretchedness, And fear’st to die? Famine is in thy cheeks, Need and oppression starveth in thine eyes, Contempt and beggary hangs upon thy back. The world is not thy friend, nor the world’s law; The world affords no law to make thee rich; Then be not poor, but break it and take this.",-0.4917,-0.7148857142857142
1528,ROMEO,APOTHECARY,"Art thou so bare and full of wretchedness, And fear’st to die? Famine is in thy cheeks, Need and oppression starveth in thine eyes, Contempt and beggary hangs upon thy back. The world is not thy friend, nor the world’s law; The world affords no law to make thee rich; Then be not poor, but break it and take this.",-0.4917,-0.7148857142857142
1529,APOTHECARY,ROMEO,"My poverty, but not my will consents.",-0.504,-0.17885714285714285
1530,APOTHECARY,ROMEO,"My poverty, but not my will consents.",-0.504,-0.17885714285714285
1531,ROMEO,APOTHECARY,"I pay thy poverty, and not thy will.",-0.5719,-0.7148857142857142
1532,ROMEO,APOTHECARY,"I pay thy poverty, and not thy will.",-0.5719,-0.7148857142857142
1533,APOTHECARY,ROMEO,"Put this in any liquid thing you will And drink it off; and, if you had the strength Of twenty men, it would despatch you straight.",0.6249,-0.17885714285714285
1534,APOTHECARY,ROMEO,"Put this in any liquid thing you will And drink it off; and, if you had the strength Of twenty men, it would despatch you straight.",0.6249,-0.17885714285714285
1535,ROMEO,APOTHECARY,"There is thy gold, worse poison to men’s souls, Doing more murder in this loathsome world Than these poor compounds that thou mayst not sell. I sell thee poison, thou hast sold me none. Farewell, buy food, and get thyself in flesh. Come, cordial and not poison, go with me To Juliet’s grave, for there must I use thee.",-0.958,-0.7148857142857142
1536,ROMEO,FRIAR JOHN,"There is thy gold, worse poison to men’s souls, Doing more murder in this loathsome world Than these poor compounds that thou mayst not sell. I sell thee poison, thou hast sold me none. Farewell, buy food, and get thyself in flesh. Come, cordial and not poison, go with me To Juliet’s grave, for there must I use thee.",-0.958,-0.958
1537,FRIAR JOHN,ROMEO,"Holy Franciscan Friar! Brother, ho!",0.0,0.0
1538,FRIAR JOHN,FRIAR LAWRENCE,"Holy Franciscan Friar! Brother, ho!",0.0,-0.3540857142857143
1539,FRIAR LAWRENCE,FRIAR JOHN,"This same should be the voice of Friar John. Welcome from Mantua. What says Romeo? Or, if his mind be writ, give me his letter.",0.4588,-0.21195714285714287
1540,FRIAR LAWRENCE,FRIAR JOHN,"This same should be the voice of Friar John. Welcome from Mantua. What says Romeo? Or, if his mind be writ, give me his letter.",0.4588,-0.21195714285714287
1541,FRIAR JOHN,FRIAR LAWRENCE,"Going to find a barefoot brother out, One of our order, to associate me, Here in this city visiting the sick, And finding him, the searchers of the town, Suspecting that we both were in a house Where the infectious pestilence did reign, Seal’d up the doors, and would not let us forth, So that my speed to Mantua there was stay’d.",-0.6124,-0.3540857142857143
1542,FRIAR JOHN,FRIAR LAWRENCE,"Going to find a barefoot brother out, One of our order, to associate me, Here in this city visiting the sick, And finding him, the searchers of the town, Suspecting that we both were in a house Where the infectious pestilence did reign, Seal’d up the doors, and would not let us forth, So that my speed to Mantua there was stay’d.",-0.6124,-0.3540857142857143
1543,FRIAR LAWRENCE,FRIAR JOHN,Who bare my letter then to Romeo?,0.0,-0.21195714285714287
1544,FRIAR LAWRENCE,FRIAR JOHN,Who bare my letter then to Romeo?,0.0,-0.21195714285714287
